# blastn
# Iteration: 0
# Query: AE003852.1 Vibrio cholerae O1 biovar eltor str. N16961 chromosome I, complete sequence
# RID: R80APEP4015
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 170 hits found
AE003852.1	LT906614.1	100.000	945	0	0	245143	246087	245143	246087	0.0	1746
AE003852.1	CP033515.1	100.000	945	0	0	245143	246087	2951351	2950407	0.0	1746
AE003852.1	AP018677.1	100.000	945	0	0	245143	246087	3955098	3956042	0.0	1746
AE003852.1	CP028894.1	100.000	945	0	0	245143	246087	2889936	2888992	0.0	1746
AE003852.1	CP028827.1	100.000	945	0	0	245143	246087	2851606	2850662	0.0	1746
AE003852.1	CP024867.1	100.000	945	0	0	245143	246087	2889935	2888991	0.0	1746
AE003852.1	CP020408.2	100.000	945	0	0	245143	246087	2303369	2302425	0.0	1746
AE003852.1	CP026647.1	100.000	945	0	0	245143	246087	2654154	2655098	0.0	1746
AE003852.1	CP025936.1	100.000	945	0	0	245143	246087	2890245	2889301	0.0	1746
AE003852.1	CP024162.1	100.000	945	0	0	245143	246087	245144	246088	0.0	1746
AE003852.1	LT907989.1	100.000	945	0	0	245143	246087	245143	246087	0.0	1746
AE003852.1	CP013319.1	100.000	945	0	0	245143	246087	294094	295038	0.0	1746
AE003852.1	CP013317.1	100.000	945	0	0	245143	246087	254920	255864	0.0	1746
AE003852.1	CP013315.1	100.000	945	0	0	245143	246087	2853548	2852604	0.0	1746
AE003852.1	CP013313.1	100.000	945	0	0	245143	246087	250687	251631	0.0	1746
AE003852.1	CP013311.1	100.000	945	0	0	245143	246087	280923	281867	0.0	1746
AE003852.1	CP013309.1	100.000	945	0	0	245143	246087	1691948	1691004	0.0	1746
AE003852.1	CP013307.1	100.000	945	0	0	245143	246087	2811679	2812623	0.0	1746
AE003852.1	CP013305.1	100.000	945	0	0	245143	246087	245133	246077	0.0	1746
AE003852.1	CP013303.1	100.000	945	0	0	245143	246087	245123	246067	0.0	1746
AE003852.1	CP013301.1	100.000	945	0	0	245143	246087	256427	257371	0.0	1746
AE003852.1	CP016324.1	100.000	945	0	0	245143	246087	2872013	2871069	0.0	1746
AE003852.1	CP006947.1	100.000	945	0	0	245143	246087	2924896	2923952	0.0	1746
AE003852.1	CP007653.1	100.000	945	0	0	245143	246087	123806	124750	0.0	1746
AE003852.1	CP009042.1	100.000	945	0	0	245143	246087	245147	246091	0.0	1746
AE003852.1	CP007634.1	100.000	945	0	0	245143	246087	2671089	2672033	0.0	1746
AE003852.1	AP014524.1	100.000	945	0	0	245143	246087	123861	124805	0.0	1746
AE003852.1	AJFN02000001.1	100.000	945	0	0	245143	246087	88999	89943	0.0	1746
AE003852.1	CP003330.1	100.000	945	0	0	245143	246087	245154	246098	0.0	1746
AE003852.1	CP003069.1	100.000	945	0	0	245143	246087	2670411	2671355	0.0	1746
AE003852.1	CP001485.1	100.000	945	0	0	245143	246087	393843	392899	0.0	1746
AE003852.1	CP001235.1	100.000	945	0	0	245143	246087	278894	279838	0.0	1746
AE003852.1	CP001233.1	100.000	945	0	0	245143	246087	231131	232075	0.0	1746
AE003852.1	CP000627.1	100.000	945	0	0	245143	246087	2771546	2772490	0.0	1746
AE003852.1	AE003852.1	100.000	945	0	0	245143	246087	245143	246087	0.0	1746
AE003852.1	X59554.1	100.000	945	0	0	245143	246087	237	1181	0.0	1746
AE003852.1	CP036499.1	99.788	945	2	0	245143	246087	682281	681337	0.0	1735
AE003852.1	CP013014.1	99.788	945	2	0	245143	246087	2688026	2688970	0.0	1735
AE003852.1	CP012998.1	99.788	945	2	0	245143	246087	2572637	2571693	0.0	1735
