# blastn
# Iteration: 0
# Query: AE003852.1 Vibrio cholerae O1 biovar eltor str. N16961 chromosome I, complete sequence
# RID: R80B9CNP015
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 65 hits found
AE003852.1	LT906614.1	100.000	1368	0	0	269068	270435	269068	270435	0.0	2527
AE003852.1	CP033515.1	100.000	1368	0	0	269068	270435	2928687	2927320	0.0	2527
AE003852.1	AP018677.1	100.000	1368	0	0	269068	270435	3977762	3979129	0.0	2527
AE003852.1	CP028894.1	100.000	1368	0	0	269068	270435	2867273	2865906	0.0	2527
AE003852.1	CP028827.1	100.000	1368	0	0	269068	270435	2827681	2826314	0.0	2527
AE003852.1	CP024867.1	100.000	1368	0	0	269068	270435	2867272	2865905	0.0	2527
AE003852.1	CP020408.2	100.000	1368	0	0	269068	270435	2279444	2278077	0.0	2527
AE003852.1	CP026647.1	100.000	1368	0	0	269068	270435	2676818	2678185	0.0	2527
AE003852.1	CP025936.1	100.000	1368	0	0	269068	270435	2867582	2866215	0.0	2527
AE003852.1	CP024162.1	100.000	1368	0	0	269068	270435	267808	269175	0.0	2527
AE003852.1	LT907989.1	100.000	1368	0	0	269068	270435	269068	270435	0.0	2527
AE003852.1	CP013319.1	100.000	1368	0	0	269068	270435	316758	318125	0.0	2527
AE003852.1	CP013317.1	100.000	1368	0	0	269068	270435	277584	278951	0.0	2527
AE003852.1	CP013315.1	100.000	1368	0	0	269068	270435	2829623	2828256	0.0	2527
AE003852.1	CP013313.1	100.000	1368	0	0	269068	270435	273351	274718	0.0	2527
AE003852.1	CP013311.1	100.000	1368	0	0	269068	270435	303587	304954	0.0	2527
AE003852.1	CP013309.1	100.000	1368	0	0	269068	270435	1669284	1667917	0.0	2527
AE003852.1	CP013307.1	100.000	1368	0	0	269068	270435	2834344	2835711	0.0	2527
AE003852.1	CP013305.1	100.000	1368	0	0	269068	270435	267797	269164	0.0	2527
AE003852.1	CP013303.1	100.000	1368	0	0	269068	270435	267787	269154	0.0	2527
AE003852.1	CP013301.1	100.000	1368	0	0	269068	270435	279091	280458	0.0	2527
